35, ?, 35854, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 40, United-States, <=50K
54, Private, 139703, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 3103, 0, 40, Germany, >50K
43, Private, 240124, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
30, Private, 132565, Some-college, 10, Never-married, Craft-repair, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
49, Private, 323798, Some-college, 10, Divorced, Exec-managerial, Not-in-family, White, Male, 3325, 0, 50, United-States, <=50K
52, Private, 96359, Doctorate, 16, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 57, United-States, >50K
20, Private, 165201, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 4, United-States, <=50K
60, Federal-gov, 165630, HS-grad, 9, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 1977, 40, United-States, >50K
45, Private, 264526, Assoc-acdm, 12, Divorced, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States, <=50K
48, Private, 102359, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7298, 0, 60, United-States, >50K
28, Private, 37359, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, >50K
61, ?, 232618, Prof-school, 15, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States, >50K
48, Local-gov, 115497, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
32, Private, 157747, Some-college, 10, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 45, United-States, <=50K
27, Self-emp-not-inc, 41099, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K
38, Private, 472604, Bachelors, 13, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 35, Mexico, <=50K
33, Private, 348618, 5th-6th, 3, Married-spouse-absent, Transport-moving, Unmarried, Other, Male, 0, 0, 20, El-Salvador, <=50K
43, Private, 135606, Masters, 14, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 50, United-States, >50K
36, Private, 248445, HS-grad, 9, Separated, Transport-moving, Other-relative, White, Male, 0, 0, 60, Mexico, <=50K
38, Private, 112093, 11th, 7, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
24, Local-gov, 197552, HS-grad, 9, Never-married, Tech-support, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
22, Private, 303822, 10th, 6, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K
30, Private, 288566, Bachelors, 13, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
55, ?, 487411, Masters, 14, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States, >50K
46, Self-emp-not-inc, 43348, Prof-school, 15, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 55, United-States, >50K
39, State-gov, 239409, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 50, United-States, <=50K
50, Private, 337606, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 1485, 40, United-States, <=50K
34, Private, 32528, Assoc-voc, 11, Married-spouse-absent, Adm-clerical, Unmarried, White, Female, 0, 974, 40, United-States, <=50K
47, State-gov, 118447, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, >50K
46, Private, 234690, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
23, ?, 141003, HS-grad, 9, Never-married, ?, Own-child, White, Male, 0, 0, 60, United-States, <=50K
43, Private, 216042, Some-college, 10, Divorced, Tech-support, Own-child, White, Female, 0, 1617, 72, United-States, <=50K
45, Private, 190482, HS-grad, 9, Divorced, Machine-op-inspct, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
55, Private, 381965, Bachelors, 13, Married-civ-spouse, Craft-repair, Other-relative, White, Male, 0, 0, 40, United-States, <=50K
68, Private, 186943, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 8, United-States, <=50K
39, Private, 142707, Assoc-voc, 11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
39, Private, 53447, HS-grad, 9, Divorced, Farming-fishing, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
37, Private, 127772, Bachelors, 13, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
19, Private, 344414, Some-college, 10, Never-married, Transport-moving, Own-child, White, Male, 0, 0, 40, United-States, <=50K
20, Private, 194138, 11th, 7, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 20, United-States, <=50K
49, ?, 558183, Assoc-voc, 11, Married-spouse-absent, ?, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
33, Private, 150154, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
21, Private, 306114, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 35, United-States, <=50K
72, ?, 177121, Bachelors, 13, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 3, United-States, <=50K
58, Local-gov, 368797, Masters, 14, Widowed, Prof-specialty, Unmarried, White, Male, 0, 0, 35, United-States, >50K
43, Self-emp-inc, 175715, HS-grad, 9, Never-married, Exec-managerial, Not-in-family, Black, Male, 0, 0, 55, United-States, <=50K
39, Private, 301568, Some-college, 10, Divorced, Sales, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
34, Private, 120461, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K
23, Private, 268145, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K
54, Private, 257337, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
49, Self-emp-inc, 213354, Masters, 14, Separated, Exec-managerial, Not-in-family, White, Male, 0, 0, 70, United-States, >50K
25, Private, 303431, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, <=50K
51, Private, 124963, Assoc-acdm, 12, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, <=50K
29, Private, 158218, HS-grad, 9, Never-married, Farming-fishing, Unmarried, White, Male, 0, 0, 35, United-States, <=50K
27, State-gov, 553473, Bachelors, 13, Married-civ-spouse, Protective-serv, Wife, Black, Female, 0, 0, 48, United-States, <=50K
53, Private, 46155, HS-grad, 9, Married-civ-spouse, Priv-house-serv, Other-relative, White, Female, 0, 0, 40, United-States, <=50K
68, Private, 138714, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 55, United-States, >50K
56, Private, 231781, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
30, Private, 496414, Doctorate, 16, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, ?, <=50K
24, Private, 19410, HS-grad, 9, Divorced, Sales, Unmarried, Amer-Indian-Eskimo, Female, 0, 0, 48, United-States, <=50K
70, ?, 28471, 9th, 5, Widowed, ?, Unmarried, White, Female, 0, 0, 25, United-States, <=50K
24, Private, 185821, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 40, United-States, <=50K
74, ?, 272667, Assoc-acdm, 12, Widowed, ?, Not-in-family, White, Female, 0, 0, 20, United-States, <=50K
23, ?, 194031, Some-college, 10, Never-married, ?, Not-in-family, White, Female, 0, 0, 25, United-States, <=50K
41, Local-gov, 144995, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States, <=50K
45, Private, 162494, HS-grad, 9, Never-married, Sales, Own-child, White, Female, 0, 0, 19, United-States, <=50K
35, Private, 171968, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
21, Private, 232569, HS-grad, 9, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
45, Private, 161819, 11th, 7, Separated, Adm-clerical, Unmarried, Black, Female, 0, 0, 25, United-States, <=50K
18, Private, 123343, 11th, 7, Never-married, Sales, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K
49, Private, 105449, Bachelors, 13, Never-married, Priv-house-serv, Not-in-family, White, Male, 0, 0, 25, United-States, <=50K
49, Private, 181717, Assoc-voc, 11, Separated, Prof-specialty, Own-child, White, Female, 0, 0, 36, United-States, <=50K
45, Local-gov, 102359, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 37, United-States, <=50K
27, Private, 72887, HS-grad, 9, Never-married, Handlers-cleaners, Other-relative, Asian-Pac-Islander, Male, 0, 0, 40, United-States, <=50K
28, Private, 154571, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Philippines, <=50K
35, Private, 255191, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, >50K
33, Private, 174789, Some-college, 10, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
35, Private, 110402, 11th, 7, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 35, United-States, <=50K
19, Private, 208513, HS-grad, 9, Never-married, Craft-repair, Other-relative, White, Male, 0, 0, 40, United-States, <=50K
33, Private, 121904, Some-college, 10, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 28, United-States, <=50K
28, Private, 34335, HS-grad, 9, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Male, 14084, 0, 40, United-States, >50K
49, Private, 59380, Some-college, 10, Married-spouse-absent, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
61, ?, 135285, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 2603, 32, United-States, <=50K
39, Self-emp-inc, 126675, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 25, United-States, <=50K
22, Private, 217363, HS-grad, 9, Separated, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
42, Private, 91836, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
22, Private, 184813, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 40, United-States, <=50K
18, Private, 178142, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K
49, Local-gov, 102359, 9th, 5, Widowed, Handlers-cleaners, Unmarried, White, Male, 0, 2231, 40, United-States, >50K
33, Self-emp-inc, 281832, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, Cuba, >50K
28, Private, 96226, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, <=50K
42, Private, 195124, 7th-8th, 4, Married-spouse-absent, Prof-specialty, Other-relative, White, Male, 0, 0, 35, Puerto-Rico, <=50K
20, Private, 56322, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 2176, 0, 25, United-States, <=50K
50, Local-gov, 97449, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 48, United-States, <=50K
32, Private, 339773, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
31, Federal-gov, 210926, HS-grad, 9, Separated, Handlers-cleaners, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
29, Private, 199499, Assoc-voc, 11, Never-married, Other-service, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
46, Federal-gov, 190729, Some-college, 10, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K
32, Self-emp-inc, 191385, Doctorate, 16, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 77, United-States, <=50K
61, Private, 193479, HS-grad, 9, Widowed, Adm-clerical, Unmarried, White, Female, 0, 0, 24, United-States, <=50K
43, Self-emp-not-inc, 225165, 11th, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 55, United-States, <=50K
35, Private, 346766, HS-grad, 9, Never-married, Handlers-cleaners, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
39, State-gov, 152307, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K
18, ?, 79990, 11th, 7, Never-married, ?, Own-child, White, Male, 0, 0, 35, United-States, <=50K
42, Self-emp-not-inc, 170649, Some-college, 10, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 60, United-States, <=50K
23, Private, 197207, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
32, Private, 229732, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 45, United-States, <=50K
52, Private, 204402, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 85, United-States, >50K
36, Private, 181065, Assoc-acdm, 12, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, >50K
38, Private, 179579, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, ?, >50K
50, Private, 237729, HS-grad, 9, Widowed, Sales, Not-in-family, White, Female, 0, 2444, 72, United-States, >50K
23, ?, 164574, Assoc-acdm, 12, Never-married, ?, Own-child, White, Male, 0, 0, 40, United-States, <=50K
71, Private, 179574, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 12, United-States, >50K
27, Private, 191782, HS-grad, 9, Never-married, Other-service, Other-relative, Black, Female, 0, 0, 30, United-States, <=50K
56, Private, 146660, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States, <=50K
28, Self-emp-not-inc, 115945, Some-college, 10, Never-married, Prof-specialty, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
45, Private, 210875, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
28, Private, 137898, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, 0, 0, 40, United-States, <=50K
28, Local-gov, 216965, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, <=50K
18, Private, 201554, Some-college, 10, Never-married, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 15, United-States, <=50K
62, Private, 57970, 7th-8th, 4, Divorced, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
35, Private, 208378, 12th, 8, Separated, Machine-op-inspct, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
39, Private, 61343, 10th, 6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 60, United-States, <=50K
24, Private, 283872, Some-college, 10, Never-married, Adm-clerical, Not-in-family, Black, Male, 0, 0, 20, United-States, <=50K
58, Private, 225603, 9th, 5, Divorced, Farming-fishing, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
48, Private, 401333, HS-grad, 9, Divorced, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
57, Private, 278228, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
31, Private, 145377, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, <=50K
25, Private, 120238, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
34, Private, 187215, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 15024, 0, 36, United-States, >50K
29, Self-emp-not-inc, 144063, 7th-8th, 4, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 72, United-States, <=50K
38, Private, 238721, Assoc-acdm, 12, Divorced, Exec-managerial, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
21, Private, 164920, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 40, United-States, <=50K
34, Self-emp-not-inc, 152493, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 70, United-States, <=50K
50, Private, 92968, Bachelors, 13, Never-married, Sales, Unmarried, White, Female, 0, 0, 32, United-States, <=50K
50, Private, 136836, HS-grad, 9, Divorced, Prof-specialty, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
49, Federal-gov, 216453, Assoc-voc, 11, Divorced, Exec-managerial, Unmarried, Black, Female, 0, 0, 45, United-States, <=50K
30, Private, 349148, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 70, United-States, <=50K
29, State-gov, 309620, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 0, 0, 20, Taiwan, <=50K
22, State-gov, 347803, Some-college, 10, Never-married, Adm-clerical, Not-in-family, Other, Male, 0, 0, 20, United-States, <=50K
42, Private, 85995, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 50, United-States, <=50K
19, ?, 167428, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 40, United-States, <=50K
31, Private, 164569, Some-college, 10, Divorced, Other-service, Unmarried, White, Female, 0, 0, 48, United-States, <=50K
42, Self-emp-not-inc, 308279, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 21, United-States, <=50K
20, Private, 56322, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 20, United-States, <=50K
51, ?, 203015, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States, <=50K
50, Private, 211654, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
27, Self-emp-inc, 120126, 9th, 5, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K
26, Private, 239043, 11th, 7, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
61, ?, 179761, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States, >50K
20, Private, 312017, Some-college, 10, Never-married, Protective-serv, Own-child, White, Male, 0, 0, 40, Germany, <=50K
51, Private, 257485, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
52, Private, 49243, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
33, Private, 229716, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Male, 0, 0, 38, United-States, <=50K
31, Private, 341672, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male, 0, 0, 60, India, <=50K
24, Private, 32311, Some-college, 10, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 40, United-States, <=50K
56, Private, 275236, Bachelors, 13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
19, ?, 400356, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 40, United-States, <=50K
29, Private, 184596, 11th, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 3942, 0, 50, United-States, <=50K
18, Private, 186909, HS-grad, 9, Never-married, Sales, Other-relative, White, Female, 1055, 0, 30, United-States, <=50K
43, Private, 152420, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, 0, 0, 50, United-States, <=50K
43, State-gov, 261929, Doctorate, 16, Married-spouse-absent, Prof-specialty, Unmarried, White, Male, 25236, 0, 64, United-States, >50K
21, Private, 235442, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K
51, Private, 161691, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, <=50K
20, ?, 173945, 11th, 7, Married-civ-spouse, ?, Other-relative, White, Female, 0, 0, 39, United-States, <=50K
41, Private, 355918, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 65, United-States, >50K
45, State-gov, 198660, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
20, Private, 122649, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K
28, Private, 421967, Bachelors, 13, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 60, United-States, >50K
50, Local-gov, 259377, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, White, Female, 15024, 0, 40, United-States, >50K
47, Private, 74305, Bachelors, 13, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
80, Self-emp-not-inc, 34340, 7th-8th, 4, Widowed, Farming-fishing, Not-in-family, White, Male, 0, 0, 35, United-States, <=50K
47, Self-emp-not-inc, 182752, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 35, Iran, <=50K
19, ?, 48393, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 84, United-States, <=50K
45, Private, 34248, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, <=50K
17, Private, 186677, 11th, 7, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 12, United-States, <=50K
37, Private, 167851, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, <=50K
27, Private, 146460, Some-college, 10, Never-married, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
17, Private, 209650, 12th, 8, Never-married, Other-service, Own-child, White, Male, 0, 0, 16, United-States, <=50K
18, Self-emp-not-inc, 132986, HS-grad, 9, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 40, United-States, <=50K
57, Private, 94429, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K
26, Private, 252406, HS-grad, 9, Separated, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
26, Private, 174592, Masters, 14, Never-married, Exec-managerial, Own-child, White, Female, 0, 0, 40, United-States, <=50K
36, Self-emp-not-inc, 151322, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, >50K
51, Private, 37237, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 80, United-States, >50K
38, Private, 101192, Some-college, 10, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
77, ?, 152900, 5th-6th, 3, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 20, United-States, <=50K
51, Private, 94081, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, >50K
24, Private, 329408, 11th, 7, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
35, Private, 106028, HS-grad, 9, Divorced, Farming-fishing, Not-in-family, White, Male, 0, 0, 65, United-States, <=50K
35, ?, 164866, 10th, 6, Divorced, ?, Not-in-family, White, Male, 0, 0, 99, United-States, <=50K
51, Self-emp-inc, 167793, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 40, United-States, >50K
28, Private, 138692, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
37, Private, 173968, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
43, Private, 228320, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
23, Private, 96585, HS-grad, 9, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K
42, Private, 156580, Bachelors, 13, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 40, Puerto-Rico, <=50K
58, Private, 210673, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, >50K
52, Local-gov, 137753, HS-grad, 9, Married-civ-spouse, Other-service, Wife, Black, Female, 0, 0, 20, United-States, <=50K
29, Private, 29865, HS-grad, 9, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Female, 0, 0, 50, United-States, <=50K
27, Private, 196044, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States, <=50K
28, Private, 308995, Some-college, 10, Never-married, Adm-clerical, Own-child, Black, Female, 0, 0, 40, Jamaica, <=50K
59, Private, 159008, Assoc-acdm, 12, Married-civ-spouse, Craft-repair, Husband, White, Male, 7298, 0, 20, United-States, >50K
28, Private, 362491, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, <=50K
24, Private, 94395, Some-college, 10, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
20, Private, 320047, 10th, 6, Married-spouse-absent, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
54, Private, 98535, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
65, Private, 183170, HS-grad, 9, Divorced, Other-service, Not-in-family, White, Male, 0, 0, 25, United-States, <=50K
18, ?, 331511, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 30, United-States, <=50K
38, Private, 195686, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
29, Private, 178244, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
27, Private, 127833, HS-grad, 9, Never-married, Adm-clerical, Own-child, Black, Female, 0, 0, 40, United-States, <=50K
36, Private, 269722, Masters, 14, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K
55, State-gov, 136819, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, <=50K
22, Private, 205604, 5th-6th, 3, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 30, Mexico, <=50K
28, Private, 132078, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
20, Private, 234880, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 30, United-States, <=50K
24, Private, 196816, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 3908, 0, 40, United-States, <=50K
36, Private, 237943, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 50, United-States, >50K
68, Self-emp-inc, 140852, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
49, Self-emp-not-inc, 105614, HS-grad, 9, Divorced, Sales, Not-in-family, White, Male, 0, 0, 50, United-States, >50K
18, Private, 83492, 7th-8th, 4, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States, <=50K
50, Self-emp-not-inc, 225772, Doctorate, 16, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 60, United-States, >50K
37, Private, 242713, 12th, 8, Separated, Priv-house-serv, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
60, Private, 355865, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
43, Private, 173316, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
43, Self-emp-inc, 35662, Doctorate, 16, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 70, United-States, >50K
